instance_id,n,family,capacity_mode,total_weight,total_value,mean_weight,mean_value,median_weight,median_value,std_weight,std_value,min_weight,max_weight,min_value,max_value,weight_cv,value_cv,weight_skewness,value_skewness,weight_kurtosis,value_kurtosis,capacity,capacity_ratio,slack,average_fillable_items,pearson_corr,spearman_corr,kendall_corr,mean_ratio,median_ratio,std_ratio,ratio_entropy,unique_ratio_count,duplicate_ratio_fraction,unique_weights,unique_values,unique_pairs,duplicate_items,duplicate_pairs
0,20,Uncorrelated,fixed,11937,9074,596.85,453.7,690.5,409.5,287.7581058806163,276.7170215219873,5,994,15,900,0.48212801521423526,0.6099118834515921,-0.46538744987413244,0.01058231493116435,-1.0550282329103546,-1.3589232524391126,1000,0.08377314233056882,10937,1.6754628466113763,-0.08104724690160084,-0.08571428571428572,-0.042105263157894736,1.1992770641598112,0.789626846787223,1.1138566874628835,2.3457374038618126,20,0.0,20,20,20,0,0
0,20,Uncorrelated,scaled,11937,9074,596.85,453.7,690.5,409.5,287.7581058806163,276.7170215219873,5,994,15,900,0.48212801521423526,0.6099118834515921,-0.46538744987413244,0.01058231493116435,-1.0550282329103546,-1.3589232524391126,5968,0.4999581134288347,5969,9.999162268576693,-0.08104724690160084,-0.08571428571428572,-0.042105263157894736,1.1992770641598112,0.789626846787223,1.1138566874628835,2.3457374038618126,20,0.0,20,20,20,0,0
1,20,Uncorrelated,fixed,10169,8347,508.45,417.35,485.5,407.5,292.36697402408504,258.18041656949896,40,993,10,887,0.5750161746958109,0.6186184654834047,0.013866500508577583,0.12661646765498888,-1.1071387425795147,-1.1109491643300018,1000,0.0983380863408398,9169,1.9667617268167963,-0.1658788951910857,-0.1849624060150376,-0.11578947368421053,2.1752128231584695,0.6590694417301804,3.6487603149134564,1.3661588475692017,20,0.0,20,20,20,0,0
1,20,Uncorrelated,scaled,10169,8347,508.45,417.35,485.5,407.5,292.36697402408504,258.18041656949896,40,993,10,887,0.5750161746958109,0.6186184654834047,0.013866500508577583,0.12661646765498888,-1.1071387425795147,-1.1109491643300018,5084,0.4999508309568296,5085,9.999016619136592,-0.1658788951910857,-0.1849624060150376,-0.11578947368421053,2.1752128231584695,0.6590694417301804,3.6487603149134564,1.3661588475692017,20,0.0,20,20,20,0,0
2,20,Uncorrelated,fixed,10511,10853,525.55,542.65,570.5,581.0,237.20971206929957,244.9500510308173,67,880,165,997,0.45135517471087355,0.45139602143336827,-0.33514770699880525,0.019348913887943055,-1.0844476035000168,-1.218992401573285,1000,0.09513842641042718,9511,1.9027685282085436,0.11208407295188345,0.05112781954887218,-0.031578947368421054,1.2998930037020742,1.0654995295289755,0.7807339304485599,2.4582044327855743,20,0.0,20,20,20,0,0
2,20,Uncorrelated,scaled,10511,10853,525.55,542.65,570.5,581.0,237.20971206929957,244.9500510308173,67,880,165,997,0.45135517471087355,0.45139602143336827,-0.33514770699880525,0.019348913887943055,-1.0844476035000168,-1.218992401573285,5255,0.4999524307867948,5256,9.999048615735896,0.11208407295188345,0.05112781954887218,-0.031578947368421054,1.2998930037020742,1.0654995295289755,0.7807339304485599,2.4582044327855743,20,0.0,20,20,20,0,0
3,20,Uncorrelated,fixed,10895,7355,544.75,367.75,530.5,275.0,270.4255673933217,238.91774212058843,3,969,52,942,0.4964214178858591,0.6496743497500705,-0.2508266571829503,0.6032044322035793,-0.9071140575501397,-0.529145103926314,1000,0.09178522257916476,9895,1.835704451583295,0.07653116188956022,0.07969924812030076,0.042105263157894736,10.024693866316403,0.6623502889636046,40.301147773831524,0.1985152433458726,20,0.0,20,20,20,0,0
3,20,Uncorrelated,scaled,10895,7355,544.75,367.75,530.5,275.0,270.4255673933217,238.91774212058843,3,969,52,942,0.4964214178858591,0.6496743497500705,-0.2508266571829503,0.6032044322035793,-0.9071140575501397,-0.529145103926314,5447,0.49995410738871043,5448,9.999082147774208,0.07653116188956022,0.07969924812030076,0.042105263157894736,10.024693866316403,0.6623502889636046,40.301147773831524,0.1985152433458726,20,0.0,20,20,20,0,0
4,20,Uncorrelated,fixed,8628,7730,431.4,386.5,352.5,353.5,299.18261981605815,242.5134016915354,31,965,8,846,0.693515576764159,0.6274602889819804,0.5255721861915877,0.3903542779927092,-1.1782891099061996,-1.133635904025469,1000,0.11590171534538711,7628,2.3180343069077423,-0.028668282168975413,-0.08270676691729323,-0.05263157894736842,1.926967094169474,0.8061781433463797,2.500442456250492,1.8294606949926695,20,0.0,20,20,20,0,0
4,20,Uncorrelated,scaled,8628,7730,431.4,386.5,352.5,353.5,299.18261981605815,242.5134016915354,31,965,8,846,0.693515576764159,0.6274602889819804,0.5255721861915877,0.3903542779927092,-1.1782891099061996,-1.133635904025469,4314,0.5,4314,10.0,-0.028668282168975413,-0.08270676691729323,-0.05263157894736842,1.926967094169474,0.8061781433463797,2.500442456250492,1.8294606949926695,20,0.0,20,20,20,0,0
5,20,Uncorrelated,fixed,10518,10030,525.9,501.5,569.5,540.0,332.00796677188333,266.93416791411323,4,999,1,977,0.6313138748276922,0.5322715212644331,-0.1889373841790184,-0.24304055817461417,-1.2417999977795544,-0.8068671236431149,1000,0.09507510933637574,9518,1.9015021867275148,0.22494515239470725,0.2,0.17894736842105263,2.6463084917069355,1.037063828118874,4.940010007238588,1.2706817223249798,20,0.0,20,20,20,0,0
5,20,Uncorrelated,scaled,10518,10030,525.9,501.5,569.5,540.0,332.00796677188333,266.93416791411323,4,999,1,977,0.6313138748276922,0.5322715212644331,-0.1889373841790184,-0.24304055817461417,-1.2417999977795544,-0.8068671236431149,5259,0.5,5259,10.0,0.22494515239470725,0.2,0.17894736842105263,2.6463084917069355,1.037063828118874,4.940010007238588,1.2706817223249798,20,0.0,20,20,20,0,0
6,20,Uncorrelated,fixed,11327,10685,566.35,534.25,639.0,523.0,303.47739207394017,330.3850594382258,65,964,8,973,0.5358477833035051,0.6184090958132444,-0.3765797773629473,-0.3737332792942462,-1.2638008003550851,-1.1881775811223176,1000,0.08828462964597864,10327,1.7656925929195726,-0.16382323256805498,-0.218961625282167,-0.14893617021276595,1.914009106313796,0.9758009564592255,2.9736455010238414,1.6123440373159983,20,0.0,19,19,20,0,0
6,20,Uncorrelated,scaled,11327,10685,566.35,534.25,639.0,523.0,303.47739207394017,330.3850594382258,65,964,8,973,0.5358477833035051,0.6184090958132444,-0.3765797773629473,-0.3737332792942462,-1.2638008003550851,-1.1881775811223176,5663,0.49995585768517703,5664,9.99911715370354,-0.16382323256805498,-0.218961625282167,-0.14893617021276595,1.914009106313796,0.9758009564592255,2.9736455010238414,1.6123440373159983,20,0.0,19,19,20,0,0
7,20,Uncorrelated,fixed,11718,8142,585.9,407.1,526.5,328.0,305.21498980227034,248.12434382784772,157,982,47,892,0.5209335890122382,0.6094923700020823,0.026560550781005682,0.6258469832675894,-1.575351328495709,-0.8604576355620401,1000,0.08533879501621437,10718,1.7067759003242875,0.18638285312168773,0.1594584543003637,0.10052910052910052,0.9600831135696628,0.6450223486387647,0.8155673346644837,2.194474390789038,20,0.0,19,20,20,0,0
